,School,Year,Seed,Exit Round,Bid Type,Region
502,Florida,2003,2,Second Round,At Large,South
503,Florida,2002,5,First Round,At Large,Midwest
504,Florida,2001,3,Second Round,At Large,South
505,Florida,2000,5,National Championship,At Large,East
506,Florida,1999,6,Sweet 16,At Large,West
507,Florida,1995,10,First Round,At Large,Southeast
508,Florida,1994,3,Final Four,At Large,East
509,Florida,1989,7,First Round,At Large,Midwest
510,Florida,1988,6,Second Round,At Large,West
511,Florida,1987,6,Sweet 16,At Large,East
512,Florida A&amp;M,2007,16,Play-In,Automatic Qualifier,West
513,Florida A&amp;M,2004,16,First Round,Automatic Qualifier,Midwest
514,Florida A&amp;M,1999,16,First Round,Automatic Qualifier,East
515,Florida Atlantic,2002,15,First Round,Automatic Qualifier,South
516,Florida Gulf Coast,2017,14,First Round,Automatic Qualifier,West
517,Florida Gulf Coast,2016,16,First Round,Automatic Qualifier,East
518,Florida Gulf Coast,2013,15,Sweet 16,Automatic Qualifier,South
519,Florida International,1995,16,First Round,Automatic Qualifier,West
520,Florida State,2019,4,Sweet 16,At Large,West
521,Florida State,2018,9,Elite Eight,At Large,West
522,Florida State,2017,3,Second Round,At Large,West
523,Florida State,2012,3,Second Round,Automatic Qualifier,East
524,Florida State,2011,10,Sweet 16,At Large,Southwest
525,Florida State,2010,9,First Round,At Large,West
526,Florida State,2009,5,First Round,At Large,East
527,Florida State,1998,12,Second Round,At Large,Midwest
528,Florida State,1993,3,Elite Eight,At Large,Southeast
529,Florida State,1992,3,Sweet 16,At Large,West
530,Florida State,1991,7,Second Round,Automatic Qualifier,Southeast
531,Florida State,1989,4,First Round,At Large,Southeast
532,Florida State,1988,12,First Round,At Large,West
533,Fordham,1992,14,First Round,Automatic Qualifier,East
534,Fresno State,2016,14,First Round,Automatic Qualifier,Midwest
535,Fresno State,2001,9,Second Round,At Large,South
536,Fresno State,2000,9,First Round,At Large,West
537,Gardner-Webb,2019,16,First Round,Automatic Qualifier,South
538,George Mason,2011,8,Second Round,At Large,East
539,George Mason,2008,12,First Round,Automatic Qualifier,East
540,George Mason,2006,11,Final Four,At Large,East
541,George Mason,2001,14,First Round,Automatic Qualifier,West
542,George Mason,1999,14,First Round,Automatic Qualifier,East
543,George Mason,1989,15,First Round,Automatic Qualifier,West
544,George Washington,2014,9,First Round,At Large,East
545,George Washington,2007,11,First Round,Automatic Qualifier,East
546,George Washington,2006,8,Second Round,At Large,South
547,George Washington,2005,12,First Round,Automatic Qualifier,West
548,George Washington,1999,11,First Round,At Large,Midwest
549,George Washington,1998,9,First Round,At Large,South
550,George Washington,1996,11,First Round,At Large,West
551,George Washington,1994,10,Second Round,At Large,East
552,George Washington,1993,12,Sweet 16,At Large,West
553,Georgetown,2015,4,Second Round,At Large,South
554,Georgetown,2013,2,First Round,At Large,South
555,Georgetown,2012,3,Second Round,At Large,Midwest
556,Georgetown,2011,6,First Round,Automatic Qualifier,Southwest
557,Georgetown,2010,3,First Round,At Large,Midwest
558,Georgetown,2008,2,Second Round,At Large,Midwest
559,Georgetown,2007,2,Final Four,Automatic Qualifier,East
560,Georgetown,2006,7,Sweet 16,At Large,Midwest
561,Georgetown,2001,10,Sweet 16,At Large,West
562,Georgetown,1997,10,First Round,At Large,West
563,Georgetown,1996,2,Elite Eight,At Large,East
564,Georgetown,1995,6,Sweet 16,At Large,Southeast
565,Georgetown,1994,9,Second Round,At Large,Midwest
566,Georgetown,1992,6,Second Round,At Large,West
567,Georgetown,1991,8,Second Round,At Large,West
568,Georgetown,1990,3,Second Round,At Large,Midwest
569,Georgetown,1989,1,Elite Eight,Automatic Qualifier,East
570,Georgetown,1988,8,Second Round,At Large,East
571,Georgetown,1987,1,Elite Eight,Automatic Qualifier,Southeast
572,Georgetown,1986,4,Second Round,At Large,Midwest
573,Georgetown,1985,1,National Championship,Automatic Qualifier,East
574,Georgia,2015,10,First Round,At Large,East
575,Georgia,2011,10,First Round,At Large,East
576,Georgia,2008,14,First Round,Automatic Qualifier,West
577,Georgia,2002,3,Second Round,At Large,East
578,Georgia,2001,8,First Round,At Large,East
579,Georgia,1997,3,First Round,At Large,Southeast
580,Georgia,1996,8,Sweet 16,At Large,West
581,Georgia,1991,11,First Round,At Large,Southeast
582,Georgia,1990,7,First Round,At Large,Midwest
583,Georgia,1987,8,First Round,At Large,West
584,Georgia,1985,6,Second Round,At Large,East
585,Georgia Southern,1992,15,First Round,Automatic Qualifier,Southeast
586,Georgia Southern,1987,15,First Round,Automatic Qualifier,East
587,Georgia State,2019,14,First Round,Automatic Qualifier,Midwest
588,Georgia State,2018,15,First Round,Automatic Qualifier,South
589,Georgia State,2015,14,Second Round,Automatic Qualifier,West
590,Georgia State,2001,11,Second Round,Automatic Qualifier,West
591,Georgia State,1991,16,First Round,Automatic Qualifier,Southeast
592,Georgia Tech,2010,10,Second Round,At Large,Midwest
593,Georgia Tech,2007,10,First Round,At Large,Midwest
594,Georgia Tech,2005,5,Second Round,At Large,West
595,Georgia Tech,2004,3,National Championship,At Large,Midwest
596,Georgia Tech,2001,8,First Round,At Large,West
597,Georgia Tech,1996,3,Sweet 16,At Large,Southeast
598,Georgia Tech,1993,4,First Round,Automatic Qualifier,West
599,Georgia Tech,1992,7,Sweet 16,At Large,Midwest
600,Georgia Tech,1991,8,Second Round,At Large,Midwest
601,Georgia Tech,1990,4,Final Four,Automatic Qualifier,Southeast
602,Georgia Tech,1989,6,First Round,At Large,Midwest
603,Georgia Tech,1988,5,Second Round,At Large,East
604,Georgia Tech,1987,7,First Round,At Large,Midwest
605,Georgia Tech,1986,2,Sweet 16,At Large,Southeast
606,Georgia Tech,1985,2,Elite Eight,Automatic Qualifier,East
607,Gonzaga,2019,1,Elite Eight,At Large,West
608,Gonzaga,2018,4,Sweet 16,Automatic Qualifier,West
609,Gonzaga,2017,1,National Championship,Automatic Qualifier,West
610,Gonzaga,2016,11,Sweet 16,Automatic Qualifier,Midwest
611,Gonzaga,2015,2,Elite Eight,Automatic Qualifier,South
612,Gonzaga,2014,8,Second Round,Automatic Qualifier,West
613,Gonzaga,2013,1,Second Round,Automatic Qualifier,West
614,Gonzaga,2012,7,Second Round,At Large,East
615,Gonzaga,2011,11,Second Round,Automatic Qualifier,Southeast
616,Gonzaga,2010,8,Second Round,At Large,West
617,Gonzaga,2009,4,Sweet 16,Automatic Qualifier,South
618,Gonzaga,2008,7,First Round,At Large,Midwest
619,Gonzaga,2007,10,First Round,Automatic Qualifier,West
620,Gonzaga,2006,3,Sweet 16,Automatic Qualifier,West
621,Gonzaga,2005,3,Second Round,Automatic Qualifier,West
622,Gonzaga,2004,2,Second Round,Automatic Qualifier,Midwest
623,Gonzaga,2003,9,Second Round,At Large,West
624,Gonzaga,2002,6,First Round,Automatic Qualifier,West
625,Gonzaga,2001,12,Sweet 16,Automatic Qualifier,South
626,Gonzaga,2000,10,Sweet 16,Automatic Qualifier,West
627,Gonzaga,1999,10,Elite Eight,Automatic Qualifier,West
628,Gonzaga,1995,14,First Round,Automatic Qualifier,West
629,Green Bay,2016,14,First Round,Automatic Qualifier,West
630,Green Bay,1996,8,First Round,At Large,Midwest
631,Green Bay,1995,14,First Round,Automatic Qualifier,Midwest
632,Green Bay,1994,12,Second Round,Automatic Qualifier,West
633,Green Bay,1991,12,First Round,Automatic Qualifier,West
634,Hampton,2016,16,First Round,Automatic Qualifier,Midwest
635,Hampton,2015,16,First Round,Automatic Qualifier,Midwest
636,Hampton,2011,16,First Round,Automatic Qualifier,West
637,Hampton,2006,16,Play-In,Automatic Qualifier,Midwest
638,Hampton,2002,15,First Round,Automatic Qualifier,East
639,Hampton,2001,15,Second Round,Automatic Qualifier,West
640,Harvard,2015,13,First Round,Automatic Qualifier,West
641,Harvard,2014,12,Second Round,Automatic Qualifier,East
642,Harvard,2013,14,Second Round,Automatic Qualifier,West
643,Harvard,2012,12,First Round,Automatic Qualifier,East
644,Hawaii,2016,13,Second Round,Automatic Qualifier,South
645,Hawaii,2002,10,First Round,Automatic Qualifier,West
646,Hawaii,2001,12,First Round,Automatic Qualifier,Midwest
647,Hawaii,1994,13,First Round,Automatic Qualifier,West
648,Hofstra,2001,13,First Round,Automatic Qualifier,East
649,Hofstra,2000,14,First Round,Automatic Qualifier,East
650,Holy Cross,2016,16,First Round,Automatic Qualifier,West
651,Holy Cross,2007,13,First Round,Automatic Qualifier,West
652,Holy Cross,2003,14,First Round,Automatic Qualifier,Midwest
653,Holy Cross,2002,16,First Round,Automatic Qualifier,Midwest
654,Holy Cross,2001,15,First Round,Automatic Qualifier,East
655,Holy Cross,1993,13,First Round,Automatic Qualifier,East
656,Houston,2019,3,Sweet 16,At Large,Midwest
657,Houston,2018,6,Second Round,At Large,West
658,Houston,2010,13,First Round,Automatic Qualifier,Midwest
659,Houston,1992,10,First Round,Automatic Qualifier,Midwest
660,Houston,1990,8,First Round,At Large,Southeast
661,Houston,1987,12,First Round,At Large,Southeast
662,Howard,1992,16,First Round,Automatic Qualifier,Midwest
663,Idaho,1990,13,First Round,Automatic Qualifier,West
664,Idaho,1989,13,First Round,Automatic Qualifier,West
665,Idaho State,1987,16,First Round,Automatic Qualifier,West
666,Illinois,2013,7,Second Round,At Large,East
667,Illinois,2011,9,Second Round,At Large,Southwest
668,Illinois,2009,5,First Round,At Large,South
669,Illinois,2007,12,First Round,At Large,West
670,Illinois,2006,4,Second Round,At Large,East
671,Illinois,2005,1,National Championship,Automatic Qualifier,Midwest
672,Illinois,2004,5,Sweet 16,At Large,South
673,Illinois,2003,4,Second Round,Automatic Qualifier,West
674,Illinois,2002,4,Sweet 16,At Large,Midwest
675,Illinois,2001,1,Elite Eight,At Large,Midwest
676,Illinois,2000,4,Second Round,At Large,East
677,Illinois,1998,5,Second Round,At Large,West
678,Illinois,1997,6,Second Round,At Large,Southeast
679,Illinois,1995,11,First Round,At Large,East
680,Illinois,1994,8,First Round,At Large,Midwest
681,Illinois,1993,6,Second Round,At Large,West
682,Illinois,1990,5,First Round,At Large,Midwest
683,Illinois,1989,1,Final Four,At Large,Midwest
684,Illinois,1988,3,Second Round,At Large,Southeast
685,Illinois,1987,3,First Round,At Large,Southeast
686,Illinois,1986,4,Second Round,At Large,Southeast
687,Illinois,1985,3,Sweet 16,At Large,East
688,Illinois State,1998,9,Second Round,Automatic Qualifier,West
689,Illinois State,1997,11,First Round,Automatic Qualifier,Midwest
690,Illinois State,1990,14,First Round,Automatic Qualifier,West
691,Illinois State,1985,9,Second Round,At Large,Midwest
692,Illinois-Chicago,2004,13,First Round,Automatic Qualifier,Midwest
693,Illinois-Chicago,2002,15,First Round,Automatic Qualifier,West
694,Illinois-Chicago,1998,9,First Round,At Large,East
695,Indiana,2016,5,Sweet 16,At Large,East
696,Indiana,2015,10,First Round,At Large,Midwest
697,Indiana,2013,1,Sweet 16,At Large,East
698,Indiana,2012,4,Sweet 16,At Large,South
699,Indiana,2008,8,First Round,At Large,East
700,Indiana,2007,7,Second Round,At Large,West
701,Indiana,2006,6,Second Round,At Large,West
702,Indiana,2003,7,Second Round,At Large,Midwest
703,Indiana,2002,5,National Championship,At Large,South
704,Indiana,2001,4,First Round,At Large,West
705,Indiana,2000,6,First Round,At Large,East
706,Indiana,1999,6,Second Round,At Large,South
707,Indiana,1998,7,Second Round,At Large,East
708,Indiana,1997,8,First Round,At Large,East
709,Indiana,1996,6,First Round,At Large,Southeast
710,Indiana,1995,9,First Round,At Large,West
711,Indiana,1994,5,Sweet 16,At Large,East
712,Indiana,1993,1,Elite Eight,Automatic Qualifier,Midwest
713,Indiana,1992,2,Final Four,At Large,West
714,Indiana,1991,2,Sweet 16,At Large,Southeast
715,Indiana,1990,8,First Round,At Large,East
716,Indiana,1989,2,Sweet 16,Automatic Qualifier,West
717,Indiana,1988,4,First Round,At Large,East
718,Indiana,1987,1,National Championship,Automatic Qualifier,Midwest
719,Indiana,1986,3,First Round,At Large,East
720,Indiana State,2011,14,First Round,Automatic Qualifier,East
721,Indiana State,2001,13,Second Round,Automatic Qualifier,South
722,Indiana State,2000,12,First Round,At Large,West
723,Iona,2019,16,First Round,Automatic Qualifier,Midwest
724,Iona,2018,15,First Round,Automatic Qualifier,Midwest
725,Iona,2017,14,First Round,Automatic Qualifier,Midwest
726,Iona,2016,13,First Round,Automatic Qualifier,Midwest
727,Iona,2013,15,First Round,Automatic Qualifier,West
728,Iona,2012,14,Play-In,At Large,West
729,Iona,2006,13,First Round,Automatic Qualifier,South
730,Iona,2001,14,First Round,Automatic Qualifier,Midwest
731,Iona,2000,14,First Round,Automatic Qualifier,Midwest
732,Iona,1998,12,First Round,Automatic Qualifier,South
733,Iona,1985,13,First Round,Automatic Qualifier,East
734,Iowa,2019,10,Second Round,At Large,South
735,Iowa,2016,7,Second Round,At Large,South
736,Iowa,2015,7,Second Round,At Large,South
737,Iowa,2014,11,Play-In,At Large,Midwest
738,Iowa,2006,3,First Round,Automatic Qualifier,South
739,Iowa,2005,10,First Round,At Large,South
740,Iowa,2001,7,Second Round,Automatic Qualifier,East
741,Iowa,1999,5,Sweet 16,At Large,West
742,Iowa,1997,8,Second Round,At Large,West
743,Iowa,1996,6,Second Round,At Large,West
744,Iowa,1993,4,Second Round,At Large,Southeast
745,Iowa,1992,9,Second Round,At Large,East
746,Iowa,1991,7,Second Round,At Large,Midwest
747,Iowa,1989,4,Second Round,At Large,East
748,Iowa,1988,5,Sweet 16,At Large,West
749,Iowa,1987,2,Elite Eight,At Large,West
750,Iowa,1986,11,First Round,At Large,Midwest
751,Iowa,1985,8,First Round,At Large,West
752,Iowa State,2019,6,First Round,Automatic Qualifier,Midwest
753,Iowa State,2017,5,Second Round,Automatic Qualifier,Midwest
754,Iowa State,2016,4,Sweet 16,At Large,Midwest
755,Iowa State,2015,3,First Round,Automatic Qualifier,South
756,Iowa State,2014,3,Sweet 16,Automatic Qualifier,East
757,Iowa State,2013,10,Second Round,At Large,West
758,Iowa State,2012,8,Second Round,At Large,South
759,Iowa State,2005,9,Second Round,At Large,East
760,Iowa State,2001,2,First Round,At Large,West
761,Iowa State,2000,2,Elite Eight,Automatic Qualifier,Midwest
762,Iowa State,1997,6,Sweet 16,At Large,Midwest
763,Iowa State,1996,5,Second Round,Automatic Qualifier,Midwest
764,Iowa State,1995,7,Second Round,At Large,Southeast
765,Iowa State,1993,8,First Round,At Large,West
766,Iowa State,1992,10,Second Round,At Large,East
767,Iowa State,1989,10,First Round,At Large,Southeast
768,Iowa State,1988,12,First Round,At Large,East
769,Iowa State,1986,7,Sweet 16,At Large,Midwest
770,Iowa State,1985,13,First Round,At Large,Midwest
771,IUPUI,2003,16,First Round,Automatic Qualifier,Midwest
772,Jackson State,2007,16,First Round,Automatic Qualifier,Midwest
773,Jackson State,2000,16,First Round,Automatic Qualifier,West
774,Jackson State,1997,16,First Round,Automatic Qualifier,Southeast
775,Jacksonville,1986,8,First Round,Automatic Qualifier,Midwest
776,Jacksonville State,2017,15,First Round,Automatic Qualifier,Midwest
777,James Madison,2013,16,First Round,Automatic Qualifier,East
778,James Madison,1994,14,First Round,Automatic Qualifier,East
779,Kansas,2019,4,Second Round,At Large,Midwest
780,Kansas,2018,1,Final Four,Automatic Qualifier,Midwest
781,Kansas,2017,1,Elite Eight,At Large,Midwest
782,Kansas,2016,1,Elite Eight,Automatic Qualifier,South
783,Kansas,2015,2,Second Round,At Large,Midwest
784,Kansas,2014,2,Second Round,At Large,South
785,Kansas,2013,1,Sweet 16,Automatic Qualifier,South
786,Kansas,2012,2,National Championship,At Large,Midwest
787,Kansas,2011,1,Elite Eight,Automatic Qualifier,Southwest
788,Kansas,2010,1,Second Round,Automatic Qualifier,Midwest
789,Kansas,2009,3,Sweet 16,At Large,Midwest
790,Kansas,2008,1,National Championship,Automatic Qualifier,Midwest
791,Kansas,2007,1,Elite Eight,Automatic Qualifier,West
792,Kansas,2006,4,First Round,Automatic Qualifier,West
793,Kansas,2005,3,First Round,At Large,East
794,Kansas,2004,4,Elite Eight,At Large,Midwest
795,Kansas,2003,2,National Championship,At Large,West
796,Kansas,2002,1,Final Four,At Large,Midwest
797,Kansas,2001,4,Sweet 16,At Large,Midwest
798,Kansas,2000,8,Second Round,At Large,East
799,Kansas,1999,6,Second Round,Automatic Qualifier,Midwest
800,Kansas,1998,1,Second Round,Automatic Qualifier,Midwest
801,Kansas,1997,1,Sweet 16,Automatic Qualifier,Southeast
802,Kansas,1996,2,Elite Eight,At Large,West
803,Kansas,1995,1,Sweet 16,At Large,Midwest
804,Kansas,1994,4,Sweet 16,At Large,Southeast
805,Kansas,1993,2,Final Four,At Large,Midwest
806,Kansas,1992,1,Second Round,Automatic Qualifier,Midwest
807,Kansas,1991,3,National Championship,At Large,Southeast
808,Kansas,1990,2,Second Round,At Large,East
809,Kansas,1988,6,National Championship,At Large,Midwest
810,Kansas,1987,5,Sweet 16,At Large,Southeast
811,Kansas,1986,1,Final Four,Automatic Qualifier,Midwest
812,Kansas,1985,3,Second Round,At Large,Southeast
813,Kansas State,2019,4,First Round,At Large,South
814,Kansas State,2018,9,Elite Eight,At Large,South
815,Kansas State,2017,11,First Round,At Large,South
816,Kansas State,2014,9,First Round,At Large,Midwest
817,Kansas State,2013,4,First Round,At Large,West
818,Kansas State,2012,8,Second Round,At Large,East
819,Kansas State,2011,5,Second Round,At Large,Southeast
820,Kansas State,2010,2,Elite Eight,At Large,West
821,Kansas State,2008,11,Second Round,At Large,Midwest
822,Kansas State,1996,10,First Round,At Large,East
823,Kansas State,1993,6,First Round,At Large,Southeast
824,Kansas State,1990,11,First Round,At Large,Midwest
825,Kansas State,1989,6,First Round,At Large,East
826,Kansas State,1988,4,Elite Eight,At Large,Midwest
827,Kansas State,1987,9,Second Round,At Large,West
828,Kent State,2017,14,First Round,Automatic Qualifier,South
829,Kent State,2008,9,First Round,Automatic Qualifier,Midwest
830,Kent State,2006,12,First Round,Automatic Qualifier,West
831,Kent State,2002,10,Elite Eight,Automatic Qualifier,South
832,Kent State,2001,13,Second Round,Automatic Qualifier,West
833,Kent State,1999,11,First Round,Automatic Qualifier,East
834,Kentucky,2019,2,Elite Eight,At Large,Midwest
835,Kentucky,2018,5,Sweet 16,Automatic Qualifier,South
836,Kentucky,2017,2,Elite Eight,Automatic Qualifier,South
837,Kentucky,2016,4,Second Round,At Large,East
838,Kentucky,2015,1,Final Four,Automatic Qualifier,Midwest
839,Kentucky,2014,8,National Championship,At Large,Midwest
840,Kentucky,2012,1,National Championship,At Large,South
841,Kentucky,2011,4,Final Four,Automatic Qualifier,East
842,Kentucky,2010,1,Elite Eight,Automatic Qualifier,East
843,Kentucky,2008,11,First Round,At Large,South
844,Kentucky,2007,8,Second Round,At Large,West
845,Kentucky,2006,8,Second Round,At Large,East
846,Kentucky,2005,2,Elite Eight,At Large,South
847,Kentucky,2004,1,Second Round,Automatic Qualifier,Midwest
848,Kentucky,2003,1,Elite Eight,Automatic Qualifier,Midwest
849,Kentucky,2002,4,Sweet 16,At Large,East
850,Kentucky,2001,2,Sweet 16,Automatic Qualifier,East
851,Kentucky,2000,5,Second Round,At Large,Midwest
852,Kentucky,1999,3,Elite Eight,Automatic Qualifier,Midwest
853,Kentucky,1998,2,National Championship,Automatic Qualifier,South
854,Kentucky,1997,1,National Championship,Automatic Qualifier,West
855,Kentucky,1996,1,National Championship,At Large,Midwest
856,Kentucky,1995,1,Elite Eight,Automatic Qualifier,Southeast
857,Kentucky,1994,3,Second Round,Automatic Qualifier,Southeast
858,Kentucky,1993,1,Final Four,Automatic Qualifier,Southeast
859,Kentucky,1992,2,Elite Eight,Automatic Qualifier,East
860,Kentucky,1988,2,Sweet 16,Automatic Qualifier,Southeast
861,Kentucky,1987,8,First Round,At Large,Southeast
862,Kentucky,1986,1,Elite Eight,Automatic Qualifier,Southeast
863,Kentucky,1985,12,Sweet 16,At Large,West
864,La Salle,2013,13,Sweet 16,At Large,West
865,La Salle,1992,13,First Round,Automatic Qualifier,East
866,La Salle,1990,4,Second Round,Automatic Qualifier,East
867,La Salle,1989,8,First Round,Automatic Qualifier,Southeast
868,La Salle,1988,13,First Round,Automatic Qualifier,Midwest
869,Lafayette,2015,16,First Round,Automatic Qualifier,East
870,Lafayette,2000,15,First Round,Automatic Qualifier,East
871,Lafayette,1999,15,First Round,Automatic Qualifier,East
872,Lamar,2012,16,Play-In,Automatic Qualifier,Midwest
873,Lamar,2000,16,First Round,Automatic Qualifier,East
874,Lehigh,2012,15,Second Round,Automatic Qualifier,South
875,Lehigh,2010,16,First Round,Automatic Qualifier,Midwest
876,Lehigh,2004,16,Play-In,Automatic Qualifier,Midwest
877,Lehigh,1988,16,First Round,Automatic Qualifier,East
878,Lehigh,1985,16,First Round,Automatic Qualifier,East
879,Liberty,2019,12,Second Round,Automatic Qualifier,East
880,Liberty,2013,16,Play-In,Automatic Qualifier,Midwest
881,Liberty,2004,16,First Round,Automatic Qualifier,East
882,Liberty,1994,16,First Round,Automatic Qualifier,East
883,Lipscomb,2018,15,First Round,Automatic Qualifier,West
884,Long Beach State,2012,12,First Round,Automatic Qualifier,West
885,Long Beach State,2007,12,First Round,Automatic Qualifier,South
886,Long Beach State,1995,13,First Round,Automatic Qualifier,West
887,Long Beach State,1993,11,First Round,Automatic Qualifier,West
888,Long Island,2018,16,Play-In,Automatic Qualifier,East
889,Long Island,2013,16,Play-In,Automatic Qualifier,East
890,Long Island,2012,16,First Round,Automatic Qualifier,West
891,Long Island,2011,15,First Round,Automatic Qualifier,East
892,Long Island,1997,13,First Round,Automatic Qualifier,East
893,Louisiana Tech,1991,12,First Round,Automatic Qualifier,Southeast
894,Louisiana Tech,1989,9,Second Round,At Large,Southeast
895,Louisiana Tech,1987,14,First Round,Automatic Qualifier,Midwest
896,Louisiana Tech,1985,5,Sweet 16,Automatic Qualifier,Midwest
897,Louisiana-Lafayette,2014,14,First Round,Automatic Qualifier,West
898,Louisiana-Lafayette,2005,13,First Round,Automatic Qualifier,West
899,Louisiana-Lafayette,2004,14,First Round,Automatic Qualifier,West
900,Louisiana-Lafayette,2000,13,First Round,Automatic Qualifier,South
901,Louisiana-Lafayette,1994,11,First Round,Automatic Qualifier,Southeast
902,Louisiana-Lafayette,1992,13,Second Round,Automatic Qualifier,West
903,Louisiana-Monroe,1996,15,First Round,Automatic Qualifier,Midwest
904,Louisiana-Monroe,1993,13,First Round,Automatic Qualifier,Southeast
905,Louisiana-Monroe,1992,15,First Round,Automatic Qualifier,Midwest
906,Louisiana-Monroe,1991,15,First Round,Automatic Qualifier,Midwest
907,Louisiana-Monroe,1990,15,First Round,Automatic Qualifier,Midwest
908,Louisiana-Monroe,1986,13,First Round,Automatic Qualifier,West
909,Louisville,2019,7,First Round,At Large,East
910,Louisville,2017,2,Second Round,At Large,Midwest
911,Louisville,2015,4,Elite Eight,At Large,East
912,Louisville,2014,4,Sweet 16,Automatic Qualifier,Midwest
913,Louisville,2013,1,National Championship,Automatic Qualifier,Midwest
914,Louisville,2012,4,Final Four,Automatic Qualifier,West
915,Louisville,2011,4,First Round,At Large,Southwest
916,Louisville,2010,9,First Round,At Large,South
917,Louisville,2009,1,Elite Eight,Automatic Qualifier,Midwest
918,Louisville,2008,3,Elite Eight,At Large,East
919,Louisville,2007,6,Second Round,At Large,South
920,Louisville,2005,4,Final Four,Automatic Qualifier,West
921,Louisville,2004,10,First Round,At Large,South
922,Louisville,2003,4,Second Round,Automatic Qualifier,East
923,Louisville,2000,7,First Round,At Large,West
924,Louisville,1999,7,First Round,At Large,South
925,Louisville,1997,6,Elite Eight,At Large,East
926,Louisville,1996,6,Sweet 16,At Large,Midwest
927,Louisville,1995,11,First Round,Automatic Qualifier,Midwest
928,Louisville,1994,3,Sweet 16,Automatic Qualifier,West
929,Louisville,1993,4,Sweet 16,Automatic Qualifier,Midwest
930,Louisville,1992,8,Second Round,At Large,West
931,Louisville,1990,4,Second Round,Automatic Qualifier,West
932,Louisville,1989,4,Sweet 16,Automatic Qualifier,Midwest
933,Louisville,1988,5,Sweet 16,Automatic Qualifier,Southeast
934,Louisville,1986,2,National Championship,Automatic Qualifier,West
935,Loyola (Ill.),2018,11,Final Four,Automatic Qualifier,South
936,Loyola (Ill.),1985,4,Sweet 16,Automatic Qualifier,East
937,Loyola (Md.),2012,15,First Round,At Large,East
938,Loyola (Md.),1994,15,First Round,Automatic Qualifier,West
939,Loyola Marymount,1990,11,Elite Eight,Automatic Qualifier,West
940,Loyola Marymount,1989,12,First Round,Automatic Qualifier,Midwest
941,Loyola Marymount,1988,10,Second Round,Automatic Qualifier,West
942,LSU,2019,3,Sweet 16,At Large,East
943,LSU,2015,9,First Round,At Large,East
944,LSU,2009,8,Second Round,At Large,South
945,LSU,2006,4,Final Four,At Large,South
946,LSU,2005,6,First Round,At Large,Midwest
947,LSU,2003,8,First Round,At Large,South
948,LSU,2000,4,Sweet 16,At Large,West
949,LSU,1993,11,First Round,At Large,Midwest
950,LSU,1992,7,Second Round,At Large,West
951,LSU,1991,6,First Round,At Large,Midwest
952,LSU,1990,5,Second Round,At Large,Southeast
953,LSU,1989,10,First Round,At Large,West
954,LSU,1988,9,First Round,At Large,East
955,LSU,1987,10,Elite Eight,At Large,Midwest
956,LSU,1986,11,Final Four,At Large,Southeast
957,LSU,1985,4,First Round,At Large,Southeast
958,Manhattan,2015,16,Play-In,Automatic Qualifier,Midwest
959,Manhattan,2014,13,First Round,Automatic Qualifier,Midwest
960,Manhattan,2004,12,Second Round,Automatic Qualifier,East
961,Manhattan,2003,14,First Round,Automatic Qualifier,East
962,Manhattan,1995,13,Second Round,At Large,Southeast
963,Manhattan,1993,11,First Round,Automatic Qualifier,East
964,Marist,1987,14,First Round,Automatic Qualifier,West
965,Marist,1986,15,First Round,Automatic Qualifier,Southeast
966,Marquette,2019,5,First Round,At Large,West
967,Marquette,2017,10,First Round,At Large,East
968,Marquette,2013,3,Elite Eight,At Large,East
969,Marquette,2012,3,Sweet 16,At Large,West
970,Marquette,2011,11,Sweet 16,At Large,East
971,Marquette,2010,6,First Round,At Large,East
972,Marquette,2009,6,Second Round,At Large,West
973,Marquette,2008,6,Second Round,At Large,South
974,Marquette,2007,8,First Round,At Large,East
975,Marquette,2006,7,First Round,At Large,West
976,Marquette,2003,3,Final Four,At Large,Midwest
977,Marquette,2002,5,First Round,At Large,East
978,Marquette,1997,7,First Round,Automatic Qualifier,Southeast
979,Marquette,1996,4,Second Round,At Large,East
980,Marquette,1994,6,Sweet 16,At Large,Southeast
981,Marquette,1993,12,First Round,At Large,Midwest
982,Marshall,2018,13,Second Round,Automatic Qualifier,East
983,Marshall,1987,13,First Round,Automatic Qualifier,East
984,Marshall,1985,15,First Round,Automatic Qualifier,West
985,Maryland,2019,6,Second Round,At Large,East
986,Maryland,2017,6,First Round,At Large,West
987,Maryland,2016,5,Sweet 16,At Large,South
988,Maryland,2015,4,Second Round,At Large,Midwest
989,Maryland,2010,4,Second Round,At Large,Midwest
990,Maryland,2009,10,Second Round,At Large,West
991,Maryland,2007,4,Second Round,At Large,Midwest
992,Maryland,2004,4,Second Round,Automatic Qualifier,West
993,Maryland,2003,6,Sweet 16,At Large,South
994,Maryland,2002,1,National Championship,At Large,East
995,Maryland,2001,3,Final Four,At Large,West
996,Maryland,2000,3,Second Round,At Large,Midwest
997,Maryland,1999,2,Sweet 16,At Large,South
998,Maryland,1998,4,Sweet 16,At Large,West
999,Maryland,1997,5,First Round,At Large,Southeast
1000,Maryland,1996,7,First Round,At Large,West
1001,Maryland,1995,3,Sweet 16,At Large,West
1002,Maryland,1994,10,Sweet 16,At Large,Midwest
1003,Maryland,1988,7,Second Round,At Large,Southeast
1004,Maryland,1986,5,Second Round,At Large,West
1005,Maryland,1985,5,Sweet 16,At Large,Southeast
